"","election","province","electoral_district_circonscripti","candidate_candidat","media_mentions","quality","donations","amount","transfers","spending","limit","excluded","readsecond","order_of_precedence","bill__1_","passed","votes_obtained_votes_obtenus","current_vote","previous_vote","majority_majoritÈ","majority_percentage_pourcentage_","winner","liberal_","con","ndp","bq","other","gender","female","province0","prov","years_served","parliaments","former_minister","switcher","exminister","partyswitcher","area","pop_per_km2","population_2006","_65_or_over","average_people_in_households","first_language_spoken_english","first_language_spoken_french","english_and_french","neither_english_nor_french","citizens","non_citizens","non_immigrants","immigrants","unemployment_rate","self_employed","no_high_school","high_school","high_school0","high_school1","doctorate","median_income","average_income","median_family_income","average_family_income","date_of_intro","before_ind","__","after_ind","__0","before_corp","__1","after_corp","__2","before_union","__3","after_union","__4","before_transfer","__5","after_transfer","__6","dist1","match","news_treated_3_months_before","news_treated_day_of","news_treated_10_days_after","news_treated_3_months_after","news_control_3_months_before","news_control_day_of","news_control_10_days_after","news_control_3_months_after","match_donations_3_months_before_","match_donations_3_months_before0","match_donations_3_months_after_a","match_donations_3_months_after_n","gov","govpassed","govorder","motion","y2006","introbill","intromotion","place_on_paper","check","senate","test","newplace","id","optout","p2p","govp2p","transfersshare","donationsshare","share"
"29",2006,"NFLD","Random--Burin--St. George's","Bill Matthews ** Liberal/LibÈral",270,0,52,22300,4000,24312.48046875,85393.45,0,0,0,0,0,13652,45.4900016784668,46.7700004577637,1420,4.69999980926514,1,1,0,0,0,0,"Male",0,"NFLD","5",9,3,"No","Yes",0,1,38281,1.860426902771,71219,14.2939386367798,2.5,99.1453628540039,0.784009039402008,0.0353157222270966,0.0353157222270966,99.7598724365234,0.240129947662354,99.2648086547852,0.735190153121948,26.3999996185303,2.71697163581848,20.7809715270996,10.158805847168,3.38392853736877,0.835451185703278,0.0421235896646976,17174,23539,44018,52597,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.2541236877441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,88,0,0,"Bill Matthews ** Liberal/LibÈral",176,22,0,0,0,0.0468420001768286,0.0468420001768286,0.0936840003536571
"30",2006,"BC","Burnaby--Douglas","Bill Siksay ** N.D.P./N.P.D.",313,0,229,45158,32986.02,77179.140625,78494.81,0,1,1,1,0,17323,35.5699996948242,34.5900001525879,1244,2.59999990463257,1,0,0,1,0,0,"Male",0,"BC","2",6,2,"No","No",0,0,58,1933.08618164062,112119,13.726487159729,2.5,93.1741561889648,0.876837968826294,0.674490749835968,5.27451753616333,88.5431671142578,11.4568347930908,51.7892417907715,48.2107582092285,6.69999980926514,6.40836954116821,5.12847948074341,13.0263376235962,11.9961824417114,3.80399394035339,0.651093900203705,23842,32353,64442,78973,"12/13/2004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,37.8953018188477,NA,47,7,21,73,27,0,2,73,1173.21997070312,4,5262.60009765625,3,0,0,0,0,1,1,1,16,16,0,"Bill Siksay ** N.D.P./N.P.D.",16,19,0,1,0,0.420231859915324,0.420231859915324,0.840463719830649
"31",2008,"AL","Wetaskiwin","Blaine  Calkins",17,0,26,3840,35000,32626.279296875,90704.06,0,0,0,0,0,32528,77.0999984741211,75.1500015258789,NA,68.5,1,0,1,0,0,0,"Male",0,"AL","1",2,1,"No","No",0,0,15133,7.13103818893433,107914,11.7176637649536,2.70000004768372,99.0803756713867,0.783559322357178,0.046919722110033,0.0891474708914757,98.1653518676758,1.8346471786499,94.0318832397461,5.9681134223938,4.5,11.6527976989746,12.2551288604736,13.3717594146729,3.67422199249268,0.583798229694366,0.189966082572937,24683,36438,67116,82661,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.437385559082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,145,0,0,"Blaine  Calkins",145,23,0,0,0,0.385870268651701,0.385870268651701,0.771740537303402
"32",2006,"AL","Red Deer","Bob Mills ** Conservative/Conservateur",8,0,131,36695.68,30000,58250.94921875,83829.96,0,0,1,0,0,38375,75.75,74.8000030517578,33341,65.8000030517578,1,0,1,0,0,0,"Male",0,"AL","1",13,4,"No","No",0,0,4139,29.9741477966309,124063,9.21306133270264,2.5,98.1647262573242,1.33026766777039,0.123172931373119,0.381836086511612,96.8964233398438,3.10357570648193,91.9577255249023,8.04227542877197,4.19999980926514,8.01608848571777,9.17275905609131,14.6498146057129,5.21509218215942,0.890676498413086,0.165238633751869,29050,40927,74587,93768,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5768337249756,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,1,84,84,0,"Bob Mills ** Conservative/Conservateur",84,24,0,1,0,0.357867282770981,0.357867282770981,0.715734565541961
"33",2008,"ON","Etobicoke Centre","Borys  Wrzesnewskyj",358,0,9,2800,73700,72088.6484375,85583.94,0,0,0,0,0,24537,48.9000015258789,52.439998626709,NA,NA,1,1,0,0,0,0,"Male",0,"ON","8",4,2,"No","No",0,0,38,2930.23681640625,111349,19.4478626251221,2.59999990463257,94.9877395629883,1.14864253997803,1.36656677722931,2.49704885482788,89.1900482177734,10.8099517822266,55.4919395446777,44.5080604553223,6.40000009536743,6.23265600204468,4.33322238922119,10.8263206481934,11.4145612716675,4.37363624572754,0.57476943731308,29375,48060,78297,117813,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5181465148926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,237,0,0,"Borys  Wrzesnewskyj",237,25,0,0,0,0.861142873300762,0.861142873300762,1
"34",2006,"ON","Etobicoke Centre/Etobicoke-Centre","Borys Wrzesnewskyj ** Liberal/LibÈral",43,0,88,20490,35199,77983,79077,0,0,0,0,0,29509,52.439998626709,58.2799987792969,10807,19.2000007629395,1,1,0,0,0,0,"Male",0,"ON","8",2,1,"No","No",0,0,38,2930.23681640625,111349,19.4478626251221,2.59999990463257,94.9877395629883,1.14864253997803,1.36656677722931,2.49704885482788,89.1900482177734,10.8099517822266,55.4919395446777,44.5080604553223,6.40000009536743,6.23265600204468,4.33322238922119,10.8263206481934,11.4145612716675,4.37363624572754,0.57476943731308,29375,48060,78297,117813,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6068344116211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,1,88,0,0,"Borys Wrzesnewskyj ** Liberal/LibÈral",138,25,0,0,0,0.445123107856899,0.445123107856899,0.890246215713798
"35",2008,"SK","Saskatoon--Humboldt","Brad  Trost",61,0,95,25768,50000,57440.80078125,80987.4,0,0,0,0,0,18610,53.7999992370605,49.0699996948242,NA,26,1,0,1,0,0,0,"Male",0,"SK","11",4,2,"No","No",0,0,12229,6.13713312149048,75051,12.1583986282349,2.40000009536743,96.9042129516602,2.43869400024414,0.189676195383072,0.467416346073151,96.0983505249023,3.90164589881897,92.9893646240234,7.01063680648804,5.09999990463257,7.8746452331543,6.16247606277466,11.545482635498,9.39361190795898,2.87138080596924,1.2191709280014,24848,35349,66849,82619,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0110931396484,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,156,0,0,"Brad  Trost",156,26,0,0,0,0.617379987504229,0.617379987504229,1
"36",2006,"SK","Saskatoon--Humboldt","Brad Trost ** Conservative/Conservateur",31,0,182,34135.75,25000,66714.7265625,75145.42,0,0,0,0,0,18285,49.0699996948242,26.75,7310,19.6000003814697,1,0,1,0,0,0,"Male",0,"SK","11",2,1,"No","No",0,0,12229,6.13713312149048,75051,12.1583986282349,2.40000009536743,96.9042129516602,2.43869400024414,0.189676195383072,0.467416346073151,96.0983505249023,3.90164589881897,92.9893646240234,7.01063680648804,5.09999990463257,7.8746452331543,6.16247606277466,11.545482635498,9.39361190795898,2.87138080596924,1.2191709280014,24848,35349,66849,82619,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4824600219727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,88,0,0,"Brad Trost ** Conservative/Conservateur",111,26,0,0,0,0.332688272951299,0.332688272951299,0.665376545902598
"37",2008,"ON","Algoma--Manitoulin--Kapuskasing","Brent  St. Denis",43,0,NA,NA,NA,NA,NA,0,1,1,1,1,10902,32.5,38.1800003051758,NA,NA,0,1,0,0,0,0,"Male",0,"ON","8",15,5,"No","No",0,0,103264,0.754967868328094,77961,16.6365242004395,2.29999995231628,69.0740356445312,30.517162322998,0.259554862976074,0.149244040250778,98.9941558837891,1.00584042072296,94.7190628051758,5.28093528747559,10.5,4.85499143600464,12.6409358978271,13.8210134506226,3.86731839179993,0.679827094078064,0.044894240796566,22825,30603,58892,67349,"10/05/2006",0,0,2200,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1029014587402,NA,4,0,0,0,5,1,0,0,NA,NA,NA,NA,0,0,0,0,0,1,NA,29,29,0,"Brent  St. Denis",29,27,0,1,0,NA,NA,NA
"38",2006,"ON","Algoma--Manitoulin--Kapuskasing","Brent St. Denis ** Liberal/LibÈral",59,0,22,7850,53430,52835.859375,90627.97,0,0,0,0,0,14652,38.1800003051758,40.939998626709,1408,3.70000004768372,1,1,0,0,0,0,"Male",0,"ON","8",13,4,"No","No",0,0,103264,0.754967868328094,77961,16.6365242004395,2.29999995231628,69.0740356445312,30.517162322998,0.259554862976074,0.149244040250778,98.9941558837891,1.00584042072296,94.7190628051758,5.28093528747559,10.5,4.85499143600464,12.6409358978271,13.8210134506226,3.86731839179993,0.679827094078064,0.044894240796566,22825,30603,58892,67349,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.254467010498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,NA,88,0,0,"Brent St. Denis ** Liberal/LibÈral",129,27,0,0,0,0.589553092715196,0.589553092715196,1
"39",2008,"ON","Windsor West","Brian  Masse",430,0,83,15887.3,83867.5,74928.59375,88186.07,0,0,0,0,0,20834,52.5,49.4900016784668,NA,NA,1,0,0,1,0,0,"Male",0,"ON","8",6,3,"No","No",0,0,83,1472.51806640625,122219,13.3080778121948,2.40000009536743,94.774787902832,2.10500144958496,1.0483570098877,2.07185173034668,90.7474899291992,9.25250720977783,69.2119369506836,30.7880630493164,10,3.57554888725281,7.8588433265686,14.964940071106,7.91611766815186,2.98644232749939,0.699563920497894,23940,33439,65439,77323,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0101432800293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,187,0,0,"Brian  Masse",187,28,0,0,0,0.951028886988614,0.951028886988614,1
"40",2008,"NB","Moncton--Riverview--Dieppe","Brian  Murphy",342,0,NA,NA,78043.72,72636.7265625,82313.33,0,0,1,1,0,17492,38.5,47.7099990844727,NA,NA,1,1,0,0,0,0,"Male",0,"NB","4",2,1,"No","No",0,0,200,446.670013427734,89334,13.5222873687744,2.29999995231628,61.3605270385742,38.0925254821777,0.461485862731934,0.0854603499174118,98.3933486938477,1.60665452480316,96.3787155151367,3.62128138542175,6,4.09698438644409,7.51113796234131,13.7629566192627,9.12866306304932,2.02050733566284,0.464548766613007,24619,31349,61021,71137,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8738670349121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,171,171,1,"Brian  Murphy",171,29,0,0,0,0.9481297865121,0,0.9481297865121
"41",2008,"AL","Westlock--St. Paul","Brian  Storseth",22,0,106,35836.63,80000,64754.30078125,90419.42,0,0,0,0,0,27338,72.6999969482422,68.2200012207031,NA,62.5999984741211,1,0,1,0,0,0,"Male",0,"AL","1",2,1,"No","No",0,0,22778,5.08701372146606,115872,8.69925403594971,2.70000004768372,97.8359146118164,1.76864242553711,0.139057889580727,0.256387978792191,95.8977890014648,4.10220766067505,90.3681869506836,9.63181495666504,3.59999990463257,10.390775680542,7.32705068588257,13.8083400726318,8.34541606903076,1.60953462123871,0.237330853939056,29366,44507,78264,102505,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6392889022827,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,140,0,0,"Brian  Storseth",140,30,0,0,0,0.884765684185986,0.884765684185986,1
"42",2006,"SK","Prince Albert","Brian Fitzpatrick ** Conservative/Conservateur",51,0,107,35125,52008.15,66602.046875,75447,0,0,0,0,0,17271,54.439998626709,47.2799987792969,9709,30.6000003814697,1,0,1,0,0,0,"Male",0,"SK","11",6,2,"No","No",0,0,14872,4.78476333618164,71159,15.0999870300293,2.5,97.2728576660156,2.56207847595215,0.0430601388216019,0.122003734111786,99.0311431884766,0.968853175640106,96.5708160400391,3.42918753623962,7.90000009536743,7.50432109832764,9.78091335296631,13.1676950454712,5.18557024002075,0.716704845428467,0.0913447365164757,22683,29650,55636,65933,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2338123321533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,88,0,0,"Brian Fitzpatrick ** Conservative/Conservateur",227,31,0,0,0,0.689333571911408,0.689333571911408,1
"43",2006,"AL","Fort McMurray--Athabasca","Brian Jean ** Conservative/Conservateur",21,0,75,40867.43,30380,56273.58984375,92509.74,0,1,1,1,0,20400,64.6600036621094,60.2999992370605,15737,49.9000015258789,1,0,1,0,0,0,"Male",0,"AL","1",2,1,"No","No",0,0,180320,0.559033930301666,100805,5.08903312683105,2.79999995231628,96.6942138671875,2.79299020767212,0.199143677949905,0.313651293516159,96.4299926757812,3.57000589370728,92.2203826904297,7.77961921691895,5.5,5.57512044906616,12.0430536270142,12.3902587890625,5.02951240539551,1.24001789093018,0.163682356476784,31629,47582,95890,108169,"10/19/2005",580,2,1972.30004882812,4,0,0,1000,1,0,0,0,0,0,0,310,1,13.5444564819336,8,0,0,5,19,36,0,0,33,0,0,0,0,0,0,0,0,1,1,NA,55,55,0,"Brian Jean ** Conservative/Conservateur",55,32,0,1,0,0.328397853026071,0.328397853026071,0.656795706052141
"44",2006,"ON","Windsor West/Windsor-Ouest","Brian Masse ** N.D.P./N.P.D.",269,0,252,24706.67,84122.84,75383.84375,81800.87,0,1,1,1,0,23608,49.4900016784668,45.9700012207031,11498,24.1000003814697,1,0,0,1,0,0,"Male",0,"ON","8",4,2,"No","No",0,0,83,1472.51806640625,122219,13.3080778121948,2.40000009536743,94.774787902832,2.10500144958496,1.0483570098877,2.07185173034668,90.7474899291992,9.25250720977783,69.2119369506836,30.7880630493164,10,3.57554888725281,7.8588433265686,14.964940071106,7.91611766815186,2.98644232749939,0.699563920497894,23940,33439,65439,77323,"02/09/2005",800,2,2310,6,0,0,0,0,0,0,0,0,1000,1,9391.58984375,1,29.0081081390381,NA,48,0,6,49,58,0,9,99,0,0,0,0,0,0,0,0,1,1,1,25,25,0,"Brian Masse ** N.D.P./N.P.D.",25,33,0,1,0,1.02838563941924,1.02838563941924,1
"45",2006,"MB","Portage--Lisgar","Brian Pallister ** Conservative/Conservateur",333,0,119,26305,33780.81,45941.26953125,77533.91,0,0,0,0,0,25719,69.7799987792969,65.9300003051758,21520,58.4000015258789,1,0,1,0,0,0,"Male",0,"MB","3",6,2,"No","Yes",0,1,14419,5.9402871131897,85653,13.2336282730103,2.70000004768372,93.9973907470703,4.25456285476685,0.0533301718533039,1.69471442699432,96.4093170166016,3.59068560600281,89.8458404541016,10.1541576385498,3.59999990463257,10.933650970459,14.8039178848267,11.8793268203735,3.77102971076965,0.677150845527649,0.0934001132845879,22586,27754,55005,63694,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2812557220459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,88,0,0,"Brian Pallister ** Conservative/Conservateur",91,34,0,0,0,0.435690783555221,0.435690783555221,0.871381567110442
"46",2008,"ON","Simcoe North","Bruce  Stanton",16,0,219,46683,60000,84616.4765625,90753.88,0,1,1,0,1,26328,49.7000007629395,40.4300003051758,NA,22,1,0,1,0,0,0,"Male",0,"ON","8",2,1,"No","No",0,0,2381,50.1469955444336,119400,16.2939701080322,2.5,96.2838134765625,3.50712513923645,0.0383991822600365,0.17066302895546,97.721549987793,2.27844858169556,90.1201324462891,9.87986850738525,5.90000009536743,7.06030130386353,9.00335025787354,14.6943044662476,4.81155776977539,1.03852593898773,0.108877718448639,25302,33034,64087,75204,"06/12/2006",1600,2,1244,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8132076263428,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,1,NA,9,9,0,"Bruce  Stanton",9,35,0,1,1,0.661128758351709,0.661128758351709,1
"47",2008,"ON","Richmond Hill","Bryon  Wilfert",196,0,0,0,77634.98,76539.8984375,90893.04,0,0,0,0,0,21444,47,53.5800018310547,NA,NA,1,1,0,0,0,0,"Male",0,"ON","8",11,4,"No","No",0,0,49,2502.32641601562,122614,10.5615997314453,3.09999990463257,93.0313415527344,0.863409459590912,1.616335272789,4.48891067504883,90.0278244018555,9.97217464447021,45.9890823364258,54.0109176635742,5.69999980926514,8.90192031860352,4.13900518417358,10.7369470596313,14.9575090408325,4.93010568618774,0.819645404815674,25890,39959,85015,104915,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8200378417969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,176,0,0,"Bryon  Wilfert",176,36,0,0,0,0.854135586179096,0.854135586179096,1
"48",2006,"SK","Saskatoon--Rosetown--Biggar","Carol Skelton ** Conservative/Conservateur",93,0,242,56187.33,35000,54366.109375,73061.33,0,0,0,0,0,13331,45.5400009155273,44.8400001525879,1919,6.59999990463257,1,0,1,0,0,0,"Female",1,"SK","11",6,2,"No","No",0,0,11088,6.27227640151978,69547,11.0285129547119,2.5,98.5181427001953,1.05117166042328,0.0729980319738388,0.357690334320068,97.8029174804688,2.19708037376404,92.9323959350586,7.06760311126709,6.19999980926514,6.6717472076416,12.1860036849976,14.0911903381348,4.06919050216675,0.747695803642273,0.136598274111748,21914,27736,52157,61020,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.578254699707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,88,0,0,"Carol Skelton ** Conservative/Conservateur",220,37,0,0,0,0.479049587517774,0.479049587517774,0.958099175035549
"49",2008,"QC","Châteauguay_Saint-Constant","Carole  Freeman",9,0,NA,NA,NA,NA,NA,0,1,1,1,0,24949,45.5999984741211,51.3800010681152,NA,NA,1,0,0,0,1,0,"Female",1,"QC","10",2,1,"No","No",0,0,315,340.206359863281,107165,10.1992254257202,2.70000004768372,15.2064170837402,83.1847152709961,1.36824727058411,0.240622788667679,98.8534469604492,1.14655089378357,93.5999221801758,6.40007543563843,5.09999990463257,4.63770818710327,9.59268379211426,14.6736345291138,5.36555767059326,0.872486352920532,0.102645456790924,29277,33331,69507,75364,"04/16/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.0337142944336,NA,3,0,0,0,9,0,0,3,NA,NA,NA,NA,0,0,0,0,0,1,NA,92,92,0,"Carole  Freeman",92,38,0,1,0,NA,NA,NA
"50",2008,"QC","Saint-Bruno--Saint-Hubert","Carole  LavallÈe",40,0,50,7296.25,79739.17,83154.5625,84916.73,0,0,1,1,0,23667,44.9000015258789,50.2900009155273,NA,NA,1,0,0,0,1,0,"Female",1,"QC","10",4,2,"No","No",0,0,113,897.486755371094,101416,10.4667901992798,2.59999990463257,10.4011144638062,86.6228713989258,2.4484920501709,0.527520656585693,97.5415573120117,2.45844531059265,89.5997619628906,10.400239944458,5.19999980926514,5.15697717666626,8.65248107910156,12.9023036956787,8.3714599609375,2.05095839500427,0.320462256669998,28329,35347,70406,81579,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.655740737915,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,113,113,0,"Carole  LavallÈe",113,39,0,1,0,0.939027798173576,0.939027798173576,1
"51",2006,"QC","Saint-Bruno--Saint-Hubert","Carole Lavallee ** Bloc QuÈbÈcois/Bloc QuÈbÈcois",14,0,1,75,33823.3,66685.5078125,79579.73,0,0,0,0,0,26509,50.2900009155273,55.1100006103516,16058,30.5,1,0,0,0,1,0,"Female",1,"QC","10",2,1,"No","No",0,0,113,897.486755371094,101416,10.4667901992798,2.59999990463257,10.4011144638062,86.6228713989258,2.4484920501709,0.527520656585693,97.5415573120117,2.45844531059265,89.5997619628906,10.400239944458,5.19999980926514,5.15697717666626,8.65248107910156,12.9023036956787,8.3714599609375,2.05095839500427,0.320462256669998,28329,35347,70406,81579,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3067207336426,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,1,88,0,0,"Carole Lavallee ** Bloc QuÈbÈcois/Bloc QuÈbÈcois",217,39,0,0,0,0.425024060775275,0.425024060775275,0.850048121550551
"52",2006,"QC","Longueuil--Pierre-Boucher","Caroline St-Hilaire ** Bloc QuÈbÈcois/Bloc QuÈbÈcois",14,0,0,0,53504,50371.94921875,78129.79,0,1,1,1,0,27425,55.2000007629395,60.939998626709,18094,NA,1,0,0,0,1,0,"Female",1,"QC","10",9,3,"No","No",0,0,67,1463.16418457031,98032,12.0215845108032,2.29999995231628,3.88113689422607,93.385009765625,2.14470291137695,0.5891472697258,95.6950912475586,4.30490970611572,89.2686233520508,10.7313776016235,5.69999980926514,5.59001159667969,7.81377506256104,10.3588628768921,11.1086177825928,3.37644839286804,0.443732649087906,28251,37677,67642,85247,"05/31/2005",1550,4,0,0,0,0,0,0,0,0,0,0,6250.75,1,2480.85009765625,2,11.4435539245605,4,0,0,0,0,0,0,0,6,2013,6,102.830001831055,2,0,0,0,0,1,1,1,40,40,0,"Caroline St-Hilaire ** Bloc QuÈbÈcois/Bloc QuÈbÈcois",40,40,0,1,0,0.684809212977534,0.684809212977534,1
"53",2008,"ON","St. Paul's","Carolyn  Bennett",804,0,12,3425,68092.5,69330.9375,86487.54,0,1,1,1,0,26236,50.5,50.2599983215332,NA,NA,1,1,0,0,0,0,"Female",1,"ON","8",11,4,"Yes","No",1,0,16,6945.6875,111131,14.5593938827515,2,94.6716995239258,1.95659101009369,1.205806016922,2.16590070724487,88.6335678100586,11.3664283752441,64.2527160644531,35.7472801208496,6.19999980926514,9.81724262237549,3.62635087966919,9.09287261962891,19.7244701385498,8.20653057098389,1.53872454166412,34617,66340,86674,166814,"06/06/2007",4600,7,2950,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.082950592041,37,27,0,1,11,23,1,4,28,NA,NA,NA,NA,0,0,0,0,0,1,NA,49,49,0,"Carolyn  Bennett",49,41,0,1,0,0.787309940830783,0.787309940830783,1
"54",2008,"BC","Vancouver Island North","Catherine Bell",NA,1,NA,NA,NA,NA,109871.27,0,1,1,1,0,23681,41.4300003051758,41.7200012207031,NA,4.40000009536743,0,0,0,1,0,0,"Female",1,"BC","2",2,1,"No","No",0,0,52606,2.15481114387512,113356,14.5559120178223,2.29999995231628,97.7342224121094,1.90661990642548,0.0665099993348122,0.292643994092941,97.4330520629883,2.56694459915161,87.8906402587891,12.1093578338623,7.80000019073486,8.00575160980225,8.66738414764404,15.9276971817017,5.05487155914307,1.53498709201813,0.167613536119461,23929,31783,60130,68472,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4766540527344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,25,25,0,"Catherine Bell",25,42,0,1,0,NA,NA,NA
"55",2008,"NB","Miramichi","Charles  Hubbard",50,0,3,700,44000,30175.669921875,78462.14,0,0,0,0,0,10606,37,42.2700004577637,NA,NA,0,1,0,0,0,0,"Male",0,"NB","4",15,5,"No","No",0,0,14735,3.65415668487549,53844,15.7863454818726,2.5,72.4997634887695,27.1991729736328,0.254022002220154,0.0470411144196987,99.4730377197266,0.526959657669067,97.9670562744141,2.03294110298157,18.5,2.93440318107605,16.3527965545654,14.4398632049561,3.73300647735596,0.668598175048828,0.120719112455845,18597,24007,46384,54096,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1538505554199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,244,0,0,"Charles  Hubbard",244,43,0,0,0,0.560780014412046,0.560780014412046,1
"56",2008,"ON","Timmins--James Bay","Charlie  Angus",367,0,96,15720,44515,63947.83984375,97746.19,0,0,0,0,0,17188,56.5,50.5800018310547,NA,NA,1,0,0,1,0,0,"Male",0,"ON","8",4,2,"No","No",0,0,249624,0.323650777339935,80791,13.2564268112183,2.40000009536743,66.3909759521484,32.8571434020996,0.482456147670746,0.269423544406891,99.17919921875,0.82080203294754,96.2242813110352,3.77571511268616,8.5,3.94227075576782,13.2007274627686,12.7984552383423,3.31720113754272,0.631258428096771,0.0371328480541706,24214,32523,63763,72809,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2205848693848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,192,0,0,"Charlie  Angus",192,44,0,0,0,0.455414170107295,0.455414170107295,0.91082834021459
